T07,"Enrolment in primary, secondary and tertiary education levels",,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
478,Mauritania,2013,Gross enrollement ratio - Primary (male),93.5172,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
478,Mauritania,2013,Gross enrollment ratio - Primary (female),98.0111,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
478,Mauritania,2013,Students enrolled in secondary education (thousands),171.265,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
478,Mauritania,2013,Gross enrollment ratio - Secondary (male),30.075,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
478,Mauritania,2013,Gross enrollment ratio - Secondary (female),28.149,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
478,Mauritania,2013,Students enrolled in tertiary education (thousands),19.243,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
478,Mauritania,2013,Gross enrollment ratio - Tertiary (male),7.3451,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
478,Mauritania,2013,Gross enrollment ratio - Tertiary (female),3.2579,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
478,Mauritania,2014,Students enrolled in primary education (thousands),592.249,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
478,Mauritania,2014,Gross enrollement ratio - Primary (male),94.5446,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
478,Mauritania,2014,Gross enrollment ratio - Primary (female),99.8252,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
478,Mauritania,2014,Students enrolled in secondary education (thousands),178.968,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
478,Mauritania,2014,Gross enrollment ratio - Secondary (male),30.9922,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
478,Mauritania,2014,Gross enrollment ratio - Secondary (female),28.3293,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
478,Mauritania,2015,Students enrolled in primary education (thousands),632.761,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
478,Mauritania,2015,Gross enrollement ratio - Primary (male),98.7709,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
478,Mauritania,2015,Gross enrollment ratio - Primary (female),103.7253,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
478,Mauritania,2015,Students enrolled in secondary education (thousands),187.56,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
478,Mauritania,2015,Gross enrollment ratio - Secondary (male),31.4417,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
478,Mauritania,2015,Gross enrollment ratio - Secondary (female),29.2158,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
478,Mauritania,2015,Students enrolled in tertiary education (thousands),20.8,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
478,Mauritania,2015,Gross enrollment ratio - Tertiary (male),7.2389,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
478,Mauritania,2015,Gross enrollment ratio - Tertiary (female),3.6376,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
478,Mauritania,2017,Students enrolled in primary education (thousands),627.085,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
478,Mauritania,2017,Gross enrollement ratio - Primary (male),92.7998,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
478,Mauritania,2017,Gross enrollment ratio - Primary (female),98.037,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
478,Mauritania,2017,Students enrolled in secondary education (thousands),209.126,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
478,Mauritania,2017,Gross enrollment ratio - Secondary (male),32.9077,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
478,Mauritania,2017,Gross enrollment ratio - Secondary (female),31.5359,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
478,Mauritania,2017,Students enrolled in tertiary education (thousands),19.371,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
478,Mauritania,2017,Gross enrollment ratio - Tertiary (male),6.4039,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
478,Mauritania,2017,Gross enrollment ratio - Tertiary (female),3.2313,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
480,Mauritius,2005,Students enrolled in primary education (thousands),123.562,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
480,Mauritius,2005,Gross enrollement ratio - Primary (male),103.3393,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
480,Mauritius,2005,Gross enrollment ratio - Primary (female),103.1085,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
480,Mauritius,2005,Students enrolled in secondary education (thousands),129.438,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
480,Mauritius,2005,Gross enrollment ratio - Secondary (male),89.6709,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
480,Mauritius,2005,Gross enrollment ratio - Secondary (female),87.6169,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
480,Mauritius,2005,Students enrolled in tertiary education (thousands),20.514,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
480,Mauritius,2005,Gross enrollment ratio - Tertiary (male),21.0264,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
480,Mauritius,2005,Gross enrollment ratio - Tertiary (female),21.6871,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
480,Mauritius,2010,Students enrolled in primary education (thousands),117.432,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
